ID_PONTO_ONIBUS_LINHA;COD_LINHA;NOME_LINHA;NOME_SUB_LINHA;ORIGEM;IDENTIFICADOR_PONTO_ONIBUS;GEOMETRIA
6798;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA RUA DA OLARIA;ESTACAO DIAMANTE;6798;POINT (603081.68 7788956.99)
6799;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA RUA DA OLARIA;ESTACAO DIAMANTE;6799;POINT (602963.12 7788876.8)
6800;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA RUA DA OLARIA;ESTACAO DIAMANTE;6800;POINT (602944.08 7788493.81)
6801;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA RUA DA OLARIA;ESTACAO DIAMANTE;6801;POINT (602740.57 7788432.68)
6802;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA RUA DA OLARIA;ESTACAO DIAMANTE;6802;POINT (602791.03 7788335.29)
6803;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA RUA DA OLARIA;ESTACAO DIAMANTE;6803;POINT (602082.91 7788776.31)
6804;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA RUA DA OLARIA;ESTACAO DIAMANTE;6804;POINT (602108.08 7788646.17)
6805;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA RUA DA OLARIA;ESTACAO DIAMANTE;6805;POINT (602112.14 7788635.57)
6806;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA RUA DA OLARIA;ESTACAO DIAMANTE;6806;POINT (603182.62 7788839.41)
6807;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA RUA DA OLARIA;ESTACAO DIAMANTE;6807;POINT (602412.67 7788468.21)
6808;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA RUA DA OLARIA;ESTACAO DIAMANTE;6808;POINT (602873.39 7788008.74)
6809;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA RUA DA OLARIA;ESTACAO DIAMANTE;6809;POINT (603281.74 7788937.02)
6810;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA RUA DA OLARIA;ESTACAO DIAMANTE;6810;POINT (602731.67 7788144.87)
6811;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6811;POINT (602876.9 7787843.1)
6812;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6812;POINT (602140.42 7788889.02)
6813;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6813;POINT (602473.02 7788598.68)
6814;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6814;POINT (602499.52 7787847.02)
6815;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6815;POINT (602667.93 7787905.15)
6816;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6816;POINT (602526.65 7788704.53)
6817;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6817;POINT (602786.11 7788019.81)
6818;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6818;POINT (603034.88 7788663.44)
6819;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6819;POINT (602113.28 7788416.65)
6820;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6820;POINT (602124.35 7788416.0)
6821;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6821;POINT (602195.3 7788275.11)
6822;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6822;POINT (602284.51 7787926.49)
6823;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6823;POINT (602277.09 7788397.33)
6824;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6824;POINT (602770.91 7788842.17)
6825;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6825;POINT (603215.29 7789039.15)
6826;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6826;POINT (603097.82 7788958.54)
6827;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6827;POINT (602939.77 7788851.88)
6828;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6828;POINT (602941.51 7788500.81)
6829;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6829;POINT (602775.46 7788451.11)
6830;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6830;POINT (602082.91 7788776.31)
6831;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6831;POINT (602108.08 7788646.17)
6832;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6832;POINT (602112.14 7788635.57)
6833;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6833;POINT (603214.23 7788858.96)
6834;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6834;POINT (602885.98 7787991.06)
6835;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6835;POINT (603282.8 7788907.6)
6836;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;PRINCIPAL;ESTACAO DIAMANTE;6836;POINT (602731.12 7788160.79)
6837;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6837;POINT (602876.9 7787843.1)
6838;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6838;POINT (602140.42 7788889.02)
6839;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6839;POINT (602533.71 7787861.28)
6840;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6840;POINT (602504.1 7788704.43)
6841;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6841;POINT (602786.84 7788034.46)
6842;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6842;POINT (603370.68 7788530.95)
6843;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6843;POINT (603040.13 7788656.58)
6844;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6844;POINT (602113.28 7788416.65)
6845;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6845;POINT (602124.35 7788416.0)
6846;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6846;POINT (602190.23 7788258.48)
6847;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6847;POINT (602278.27 7787905.86)
6848;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6848;POINT (602242.2 7788407.71)
6849;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6849;POINT (603402.02 7788459.22)
6850;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6850;POINT (603207.19 7789043.79)
6851;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6851;POINT (603081.68 7788956.99)
6852;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6852;POINT (602963.12 7788876.8)
6853;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6853;POINT (602944.08 7788493.81)
6854;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6854;POINT (602740.57 7788432.68)
6855;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6855;POINT (602791.03 7788335.29)
6856;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6856;POINT (602082.91 7788776.31)
6857;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6857;POINT (602108.08 7788646.17)
6858;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6858;POINT (602112.14 7788635.57)
6859;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6859;POINT (603182.62 7788839.41)
6860;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6860;POINT (602412.67 7788468.21)
6861;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6861;POINT (602873.39 7788008.74)
6862;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6862;POINT (603281.74 7788937.02)
6863;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;RUA DA OLARIA VIA C.S.MIRAMAR;ESTACAO DIAMANTE;6863;POINT (602731.67 7788144.87)
6864;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA C.S MIRAMAR;ESTACAO DIAMANTE;6864;POINT (603386.28 7788527.93)
6865;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA C.S MIRAMAR;ESTACAO DIAMANTE;6865;POINT (602113.28 7788416.65)
6866;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA C.S MIRAMAR;ESTACAO DIAMANTE;6866;POINT (602190.23 7788258.48)
6867;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA C.S MIRAMAR;ESTACAO DIAMANTE;6867;POINT (602278.27 7787905.86)
6868;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA C.S MIRAMAR;ESTACAO DIAMANTE;6868;POINT (603401.36 7788466.05)
6869;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA C.S MIRAMAR;ESTACAO DIAMANTE;6869;POINT (602082.91 7788776.31)
6870;301;EST.DIAMANTE-NOVO STA.CECILIA V. BRASIL INDUSTRIAL;VIA C.S MIRAMAR;ESTACAO DIAMANTE;6870;POINT (602108.08 7788646.17)
6871;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6871;POINT (602140.42 7788889.02)
6872;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6872;POINT (601315.05 7788831.73)
6873;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6873;POINT (601401.63 7788741.76)
6874;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6874;POINT (601496.01 7788605.78)
6875;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6875;POINT (601561.27 7788543.84)
6876;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6876;POINT (601605.09 7788457.9)
6877;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6877;POINT (602017.98 7788935.27)
6878;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6878;POINT (602063.85 7788963.3)
6879;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6879;POINT (601758.92 7788886.16)
6880;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6880;POINT (601623.96 7788898.01)
6881;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6881;POINT (601616.77 7788881.85)
6882;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6882;POINT (601442.09 7788904.24)
6883;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6883;POINT (601434.87 7788881.58)
6884;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6884;POINT (601732.5 7788491.06)
6885;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6885;POINT (601790.02 7788510.45)
6886;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6886;POINT (601886.03 7788485.17)
6887;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6887;POINT (601958.84 7788367.6)
6888;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6888;POINT (602069.76 7788170.38)
6889;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6889;POINT (602161.83 7787926.23)
6890;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6890;POINT (602178.09 7787867.94)
6891;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6891;POINT (602203.84 7787751.1)
6892;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6892;POINT (602249.13 7787561.28)
6893;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6893;POINT (602328.36 7787470.04)
6894;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6894;POINT (602082.91 7788776.31)
6895;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6895;POINT (602535.34 7787578.11)
6896;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6896;POINT (602463.99 7787654.87)
6897;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6897;POINT (601935.0 7788317.89)
6898;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6898;POINT (601922.52 7788066.58)
6899;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6899;POINT (601983.92 7787971.28)
6900;302;ESTACAO DIAMANTE - VILA PINHO;PRINCIPAL;ESTACAO DIAMANTE;6900;POINT (602059.6 7787854.44)
6901;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6901;POINT (602140.42 7788889.02)
6902;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6902;POINT (601315.05 7788831.73)
6903;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6903;POINT (601401.63 7788741.76)
6904;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6904;POINT (601561.27 7788543.84)
6905;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6905;POINT (602017.98 7788935.27)
6906;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6906;POINT (602063.85 7788963.3)
6907;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6907;POINT (601758.92 7788886.16)
6908;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6908;POINT (601623.96 7788898.01)
6909;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6909;POINT (601616.77 7788881.85)
6910;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6910;POINT (601442.09 7788904.24)
6911;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6911;POINT (601434.87 7788881.58)
6912;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6912;POINT (601732.5 7788491.06)
6913;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6913;POINT (601790.02 7788510.45)
6914;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6914;POINT (601886.03 7788485.17)
6915;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6915;POINT (601958.84 7788367.6)
6916;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6916;POINT (602069.76 7788170.38)
6917;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6917;POINT (602161.83 7787926.23)
6918;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6918;POINT (602178.09 7787867.94)
6919;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6919;POINT (601144.73 7788813.82)
6920;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6920;POINT (601290.0 7787882.49)
6921;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6921;POINT (601234.09 7788222.46)
6922;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6922;POINT (602203.84 7787751.1)
6923;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6923;POINT (602249.13 7787561.28)
6924;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6924;POINT (602328.36 7787470.04)
6925;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6925;POINT (601073.3 7788695.63)
6926;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6926;POINT (602082.91 7788776.31)
6927;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6927;POINT (602535.34 7787578.11)
6928;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6928;POINT (602463.99 7787654.87)
6929;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6929;POINT (601402.77 7788207.61)
6930;302;ESTACAO DIAMANTE - VILA PINHO;NOTURNO;ESTACAO DIAMANTE;6930;POINT (601318.7 7788074.32)
6931;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6931;POINT (602140.42 7788889.02)
6932;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6932;POINT (601315.05 7788831.73)
6933;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6933;POINT (601401.63 7788741.76)
6934;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6934;POINT (601496.01 7788605.78)
6935;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6935;POINT (601561.27 7788543.84)
6936;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6936;POINT (601605.09 7788457.9)
6937;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6937;POINT (601707.79 7788300.43)
6938;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6938;POINT (601724.04 7788292.76)
6939;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6939;POINT (601838.36 7788115.97)
6940;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6940;POINT (601821.17 7788125.64)
6941;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6941;POINT (601900.59 7788018.81)
6942;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6942;POINT (601945.8 7787930.79)
6943;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6943;POINT (602048.43 7787791.2)
6944;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6944;POINT (602041.25 7787784.63)
6945;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6945;POINT (602169.71 7787604.24)
6946;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6946;POINT (602162.43 7787596.62)
6947;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6947;POINT (602315.78 7787439.7)
6948;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6948;POINT (602318.15 7787448.44)
6949;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6949;POINT (602277.2 7787194.39)
6950;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6950;POINT (602017.98 7788935.27)
6951;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6951;POINT (602063.85 7788963.3)
6952;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6952;POINT (601758.92 7788886.16)
6953;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6953;POINT (601623.96 7788898.01)
6954;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6954;POINT (601616.77 7788881.85)
6955;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6955;POINT (601442.09 7788904.24)
6956;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6956;POINT (601434.87 7788881.58)
6957;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6957;POINT (602415.98 7786934.02)
6958;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6958;POINT (602334.52 7786800.6)
6959;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6959;POINT (602167.5 7786787.25)
6960;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6960;POINT (602082.91 7788776.31)
6961;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6961;POINT (602305.3 7787096.05)
6962;302;ESTACAO DIAMANTE - VILA PINHO;VIA CONJUNTO AGUAS CLARAS;ESTACAO DIAMANTE;6962;POINT (602114.3 7786924.55)
6963;3029;REGINA - CENTRO;PRINCIPAL;REGINA;6963;POINT (602760.6 7791208.11)
6964;3029;REGINA - CENTRO;PRINCIPAL;REGINA;6964;POINT (602404.98 7791044.85)
6965;3029;REGINA - CENTRO;PRINCIPAL;REGINA;6965;POINT (602137.32 7790898.49)
6966;3029;REGINA - CENTRO;PRINCIPAL;REGINA;6966;POINT (601895.63 7790686.48)
6967;3029;REGINA - CENTRO;PRINCIPAL;REGINA;6967;POINT (601682.18 7790463.43)
6968;3029;REGINA - CENTRO;PRINCIPAL;REGINA;6968;POINT (601639.95 7790440.16)
6969;3029;REGINA - CENTRO;PRINCIPAL;REGINA;6969;POINT (601281.12 7790097.57)
